Fecha,Precio Min. Bolsa diario,Precio Max. Bolsa diario,PPP Bolsa diario,Precio Escasez Activación,Precio Escasez Ponderado,PPP Bolsa Mes,Precio Escasez Inferior,Precio Escasez Superior,Precio Escasez
2021-01-01 00:00:00,128.3124538629,199.3124538629,153.966261,594,574.4450288944003,183.84931114844528,,,460.8548485270001
2021-01-02 00:00:00,85.2703940666,188.9603940666,134.112017,594,574.4450288944003,183.84931114844528,,,460.8548485270001
2021-01-03 00:00:00,100.1639412461,199.1639412461,139.730708,594,574.4450288944003,183.84931114844528,,,460.8548485270001
2021-01-04 00:00:00,126.458296033,198.458296033,155.909734,594,574.4450288944003,183.84931114844528,,,460.8548485270001
2021-01-05 00:00:00,146.452403029,228.452403029,173.492292,594,574.4450288944003,183.84931114844528,,,460.8548485270001
2021-01-06 00:00:00,155.094739296,197.235739296,183.627544,594,574.4450288944003,183.84931114844528,,,460.8548485270001
2021-01-07 00:00:00,169.3823419312,181.4963419312,176.20228,594,574.4450288944003,183.84931114844528,,,460.8548485270001
2021-01-08 00:00:00,147.8287247095,183.8287247095,174.539376,594,574.4450288944003,183.84931114844528,,,460.8548485270001
2021-01-09 00:00:00,115.6166502594,173.6166502594,157.841677,594,574.4450288944003,183.84931114844528,,,460.8548485270001
2021-01-10 00:00:00,112.1609358437,171.1609358437,155.462668,594,574.4450288944003,183.84931114844528,,,460.8548485270001
2021-01-11 00:00:00,156.5391421194,165.5391421194,159.070007,594,574.4450288944003,183.84931114844528,,,460.8548485270001
2021-01-12 00:00:00,115.8417594943,166.8417594943,138.589455,594,574.4450288944003,183.84931114844528,,,460.8548485270001
2021-01-13 00:00:00,115.9337184331,166.4337184331,135.230109,594,574.4450288944003,183.84931114844528,,,460.8548485270001
2021-01-14 00:00:00,118.4915721481,160.4915721481,139.234484,594,574.4450288944003,183.84931114844528,,,460.8548485270001
2021-01-15 00:00:00,123.8944323964,178.7944323964,151.608822,594,574.4450288944003,183.84931114844528,,,460.8548485270001
2021-01-16 00:00:00,136.4511407733,158.5511407733,144.986012,594,574.4450288944003,183.84931114844528,,,460.8548485270001
2021-01-17 00:00:00,145.626601531,188.626601531,159.150065,594,574.4450288944003,183.84931114844528,,,460.8548485270001
2021-01-18 00:00:00,123.6985176429,208.3985176429,177.35844,594,574.4450288944003,183.84931114844528,,,460.8548485270001
2021-01-19 00:00:00,168.4296855523,195.4296855523,180.297585,594,574.4450288944003,183.84931114844528,,,460.8548485270001
2021-01-20 00:00:00,168.8680817831,208.3670817831,193.77359,594,574.4450288944003,183.84931114844528,,,460.8548485270001
2021-01-21 00:00:00,178.2886641114,213.2886641114,201.113056,594,574.4450288944003,183.84931114844528,,,460.8548485270001
2021-01-22 00:00:00,199.4344324702,214.0174324702,211.047419,594,574.4450288944003,183.84931114844528,,,460.8548485270001
2021-01-23 00:00:00,207.3079552318,290.3079552318,234.161053,594,574.4450288944003,183.84931114844528,,,460.8548485270001
2021-01-24 00:00:00,195.0727251874,288.0727251874,218.996569,594,574.4450288944003,183.84931114844528,,,460.8548485270001
2021-01-25 00:00:00,233.0714588242,252.5714588242,247.693721,594,574.4450288944003,183.84931114844528,,,460.8548485270001
2021-01-26 00:00:00,228.601568165,253.101568165,241.424729,594,574.4450288944003,183.84931114844528,,,460.8548485270001
2021-01-27 00:00:00,229.1329426588,245.1329426588,234.936283,594,574.4450288944003,183.84931114844528,,,460.8548485270001
2021-01-28 00:00:00,207.6553084683,258.6553084683,234.033751,594,574.4450288944003,183.84931114844528,,,460.8548485270001
2021-01-29 00:00:00,206.1549076887,235.1549076887,221.966649,594,574.4450288944003,183.84931114844528,,,460.8548485270001
2021-01-30 00:00:00,198.182811535,232.682811535,222.247122,594,574.4450288944003,183.84931114844528,,,460.8548485270001
2021-01-31 00:00:00,206.6272984668,226.6272984668,216.452242,594,574.4450288944003,183.84931114844528,,,460.8548485270001
2021-02-01 00:00:00,222.2292858753,277.2292858753,239.433844,648,627.2393692772288,272.6154366863095,,,507.9097262595001
2021-02-02 00:00:00,228.3114248818,347.3114248818,283.773065,648,627.2393692772288,272.6154366863095,,,507.9097262595001
2021-02-03 00:00:00,236.6470024631,358.6470024631,291.844338,648,627.2393692772288,272.6154366863095,,,507.9097262595001
2021-02-04 00:00:00,237.5842509765,273.6842509765,257.874268,648,627.2393692772288,272.6154366863095,,,507.9097262595001
2021-02-05 00:00:00,242.6942237835,266.6942237835,251.022668,648,627.2393692772288,272.6154366863095,,,507.9097262595001
2021-02-06 00:00:00,244.2214289299,272.7214289299,262.767121,648,627.2393692772288,272.6154366863095,,,507.9097262595001
2021-02-07 00:00:00,240.712978852,279.712978852,259.403522,648,627.2393692772288,272.6154366863095,,,507.9097262595001
2021-02-08 00:00:00,249.7569173371,297.7569173371,278.88189,648,627.2393692772288,272.6154366863095,,,507.9097262595001
2021-02-09 00:00:00,271.6651116001,307.6651116001,290.946377,648,627.2393692772288,272.6154366863095,,,507.9097262595001
